discouted_price,discouted_rate,game_name,game_url,img_url,original_price,platform,rating,release_date
,,Ghostwire: Tokyo,https://store.steampowered.com/app/1475810/Ghostwire_Tokyo/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1475810/capsule_sm_120.jpg?t=1648479992,Rp 494 900,win,"Very Positive 81% of the 2,286 user reviews for this game are positive.","24 Mar, 2022"
,,Destiny 2: The Witch Queen Deluxe + Bungie 30th Anniversary Bundle,https://store.steampowered.com/app/1656360/Destiny_2_The_Witch_Queen_Deluxe__Bungie_30th_Anniversary_Bundle/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1656360/capsule_sm_120.jpg?t=1648584411,Rp 1 149 999,win,Very Positive 91% of the 59 user reviews for this game are positive.,"22 Feb, 2022"
Rp 124 859                    ,76%,Euro Truck Simulator 2 Essentials,https://store.steampowered.com/bundle/1923/Euro_Truck_Simulator_2_Essentials/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/bundles/1923/hxbutxuvno2u8duj/capsule_sm_120.jpg?t=1479770978,Rp 517 994,"win,mac,linux","Overwhelmingly Positive 97% of the 408,806 user reviews for games in this bundle are positive.  This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",
Rp 39 750                    ,75%,The Escapists 2,https://store.steampowered.com/app/641990/The_Escapists_2/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/641990/capsule_sm_120.jpg?t=1643290783,Rp 159 000,"win,mac,linux","Very Positive 90% of the 17,971 user reviews for this game are positive.","21 Aug, 2017"
Rp 303 999                    ,20%,Wartales,https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1527950/capsule_sm_120.jpg?t=1648076669,Rp 379 999,win,"Very Positive 90% of the 4,013 user reviews for this game are positive.","1 Dec, 2021"
Rp 94 999                    ,50%,Transport Fever 2,https://store.steampowered.com/app/1066780/Transport_Fever_2/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1066780/capsule_sm_120.jpg?t=1648486173,Rp 189 999,"win,mac,linux","Very Positive 87% of the 13,150 user reviews for this game are positive.","11 Dec, 2019"
,,Warframe: Garuda Prime Access - Seeking Talons Bundle,https://store.steampowered.com/bundle/25293/Warframe_Garuda_Prime_Access__Seeking_Talons_Bundle/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/bundles/25293/11mrgloaqoshh7bf/capsule_sm_120.jpg?t=1648493863,Rp 840 000,win,Mostly Positive 76% of the 13 user reviews for games in this bundle are positive.,
,,Age of Empires IV,https://store.steampowered.com/app/1466860/Age_of_Empires_IV/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1466860/capsule_sm_120.jpg?t=1639781270,Rp 249 999,win,"Very Positive 86% of the 24,304 user reviews for this game are positive.","28 Oct, 2021"
,,Longvinter,https://store.steampowered.com/app/1635450/Longvinter/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1635450/capsule_sm_120.jpg?t=1648571891,Rp 102 999,win,Mostly Positive 70% of the 848 user reviews for this game are positive.,"24 Feb, 2022"
,,Sekiro™: Shadows Die Twice - GOTY Edition,https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice__GOTY_Edition/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/814380/capsule_sm_120.jpg?t=1603904569,Rp 729 000,win,"Very Positive 94% of the 123,983 user reviews for this game are positive.","21 Mar, 2019"
Rp 549 626                    ,56%,Borderlands 3 Ultimate Edition,https://store.steampowered.com/bundle/16675/Borderlands_3_Ultimate_Edition/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/bundles/16675/g2acfhv84umle2oa/capsule_sm_120.jpg?t=1604930220,Rp 1 258 000,win,"Very Positive 83% of the 77,305 user reviews for games in this bundle are positive.",
Rp 191 999                    ,20%,Police Simulator: Patrol Officers,https://store.steampowered.com/app/997010/Police_Simulator_Patrol_Officers/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/997010/capsule_sm_120.jpg?t=1646840243,Rp 239 999,win,"Very Positive 86% of the 5,204 user reviews for this game are positive.","17 Jun, 2021"
,,WWE 2K22,https://store.steampowered.com/app/1255630/WWE_2K22/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1255630/capsule_sm_120.jpg?t=1647296505,Rp 659 000,win,"Mostly Positive 76% of the 2,315 user reviews for this game are positive.","10 Mar, 2022"
Rp 90 000                    ,85%,Sid Meier’s Civilization® VI,https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/289070/capsule_sm_120.jpg?t=1643315625,Rp 600 000,"win,mac,linux","Very Positive 83% of the 149,175 user reviews for this game are positive.","20 Oct, 2016"
Rp 390 401                    ,63%,Two Point Hospital: The Healthiest Collection,https://store.steampowered.com/bundle/22708/Two_Point_Hospital_The_Healthiest_Collection/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/bundles/22708/wu4sma7sj5q809al/capsule_sm_120.jpg?t=1633021990,Rp 1 067 289,"win,mac,linux,music","Very Positive 91% of the 20,462 user reviews for games in this bundle are positive.",
,,Risk of Rain 2: Survivors of the Void,https://store.steampowered.com/app/1607890/Risk_of_Rain_2_Survivors_of_the_Void/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1607890/capsule_sm_120.jpg?t=1646153758,Rp 80 999,win,"Very Positive 85% of the 3,443 user reviews for this game are positive.","1 Mar, 2022"
,,Vampire Survivors,https://store.steampowered.com/app/1794680/Vampire_Survivors/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1794680/capsule_sm_120.jpg?t=1645731024,Rp 24 999,"win,mac","Overwhelmingly Positive 98% of the 66,042 user reviews for this game are positive.","17 Dec, 2021"
Rp 112 499                    ,10%,Euro Truck Simulator 2 - Iberia,https://store.steampowered.com/app/1209460/Euro_Truck_Simulator_2__Iberia/?snr=1_7_7_7000_150_3,https://cdn.cloudflare.steamstatic.com/steam/apps/1209460/capsule_sm_120.jpg?t=1626023908,Rp 124 999,"win,mac,linux","Mostly Positive 77% of the 1,549 user reviews for this game are positive.","8 Apr, 2021"
